ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,Complain,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Z_CostContact,Z_Revenue
755,1969,PhD,Widow,180845.94,1,2,2016-10-11,5,0,474,207,417,499,15,275,0,1,0,0,0,0,1,3,5,7,4,9,4010
756,1974,2n Cycle,Single,44677.18,2,0,2013-02-14,25,0,636,489,606,15,44,449,5,0,0,0,1,0,0,3,8,7,9,34,3156
757,1976,2n Cycle,Married,18059.85,1,1,2011-08-03,38,0,426,124,567,308,138,638,1,0,1,0,0,0,1,8,7,0,0,12,3136
758,1944,Master,Married,176083.34,1,1,2019-10-19,11,0,1082,233,543,295,147,586,6,0,0,1,0,0,0,8,7,11,3,47,779
759,1965,Basic,Together,80933.96,1,0,2011-06-30,98,0,1459,60,230,355,235,573,3,0,0,0,1,0,0,4,1,13,4,21,4017
760,2001,Graduation,Together,110643.39,0,2,2014-09-26,13,0,96,306,883,275,190,477,4,0,0,0,0,0,0,11,14,14,6,20,4219
761,1943,Basic,Widow,193772.83,1,0,2016-06-30,21,0,495,265,520,471,100,479,4,0,0,0,0,0,0,2,3,11,4,6,4052
762,1981,Graduation,Married,17980.12,2,1,2010-02-24,50,0,660,133,702,238,104,287,4,0,0,0,0,0,1,0,7,14,19,45,2382
763,1957,Graduation,Married,131422.01,0,2,2012-02-17,22,0,1301,317,845,68,249,697,1,0,0,0,0,0,0,5,10,8,7,36,1623
764,1979,Basic,Together,19450.56,2,1,2018-04-28,47,0,1288,112,672,300,93,689,4,0,0,0,0,0,0,7,0,1,16,12,3318
765,1978,2n Cycle,Single,78216.44,2,0,2010-02-11,70,0,8,388,20,5,219,677,2,0,0,0,0,0,0,0,7,11,0,41,4425
766,1953,Graduation,Single,161743.84,0,2,2013-08-13,49,0,456,377,587,219,297,694,3,0,1,0,1,0,0,10,2,10,17,31,4932
767,1971,Basic,Divorced,89527.09,2,1,2010-08-19,88,0,272,453,897,253,132,539,1,0,0,0,0,0,0,0,7,13,11,2,735
768,1990,Graduation,Together,199450.56,2,1,2011-03-29,12,0,939,190,370,452,154,329,3,1,0,0,0,0,0,14,5,6,2,16,3938
769,1977,PhD,Divorced,114016.56,0,1,2016-09-07,84,0,1031,378,77,432,27,469,8,0,0,0,0,0,1,10,6,12,19,1,1629
770,1962,2n Cycle,Together,67626.62,2,0,2014-03-26,9,0,207,439,647,294,281,758,7,0,1,1,0,1,0,6,1,9,13,4,1018
771,2002,Master,Widow,47921.71,1,2,2013-10-13,54,0,1146,186,139,357,115,533,2,0,0,0,0,0,0,6,14,9,15,47,3787
772,1954,Graduation,Married,73351.5,2,0,2014-01-07,8,0,1056,318,552,385,233,466,0,0,0,0,0,0,0,1,0,12,17,1,2083
773,1964,PhD,Widow,77643.99,1,0,2013-02-25,78,0,203,366,997,106,0,419,0,0,0,0,0,0,0,2,5,4,9,47,817
774,1956,Master,Together,18399.17,2,0,2017-07-01,51,0,517,88,281,294,239,607,5,0,0,1,0,0,0,1,11,3,14,35,695
775,1992,Master,Married,77066.97,0,2,2019-07-09,1,1,516,186,439,117,57,121,2,1,0,0,0,0,1,5,2,0,9,13,4171
776,1990,Graduation,Single,95526.51,0,0,2016-09-05,24,0,442,306,269,404,182,761,3,0,0,0,0,1,0,12,3,0,0,45,1129
777,1978,Basic,Single,145933.86,2,0,2013-05-01,12,0,688,433,1157,167,25,307,0,0,0,0,0,1,0,12,12,2,18,42,686
778,1990,Graduation,Divorced,133062.25,0,0,2017-04-05,97,0,849,131,745,484,76,333,7,0,1,0,0,0,1,7,14,13,1,31,4375
779,1945,PhD,Together,143209.3,2,0,2012-05-30,50,0,832,359,103,250,216,419,0,0,0,0,0,0,0,7,8,14,12,20,2150
780,1946,Master,Together,6630.92,0,1,2018-08-16,57,0,338,122,765,81,261,325,4,0,0,0,0,0,0,14,2,0,15,7,150
781,1990,Graduation,Single,47445.14,1,0,2010-03-26,33,0,1461,47,94,53,22,648,5,0,0,0,1,0,0,0,1,7,7,40,3967
782,1981,Basic,Widow,134028.44,2,1,2012-11-19,34,0,1468,287,728,239,243,788,1,0,0,0,0,0,1,10,1,2,2,33,4949
783,2003,Graduation,Married,99377.93,1,0,2010-02-18,2,0,1159,375,479,365,157,572,6,0,0,0,1,1,0,8,1,10,18,28,918
784,1954,2n Cycle,Widow,6036.13,1,2,2013-03-14,58,0,386,178,779,11,205,249,6,0,0,0,0,1,0,10,5,9,13,44,4147
785,1968,Basic,Widow,161876.46,2,1,2010-03-10,69,0,1048,179,12,208,86,94,0,0,0,0,1,1,0,7,1,1,10,44,71
786,1972,PhD,Single,155697.87,1,1,2018-07-27,47,0,505,98,1170,164,266,295,3,0,0,1,0,0,0,8,10,5,11,20,2675
787,1966,Master,Single,111941.74,2,1,2017-07-07,63,0,1348,329,600,365,133,183,3,0,0,1,0,0,0,12,6,3,10,32,1953
788,1975,Graduation,Single,17960.35,1,1,2019-12-25,18,0,679,33,94,293,266,259,4,0,0,0,0,0,0,13,6,12,10,9,2626
789,1968,Basic,Divorced,154470.43,2,2,2016-12-01,66,0,1361,419,292,398,267,798,0,0,0,0,0,0,0,12,6,12,17,34,4159
790,1977,2n Cycle,Widow,118824.15,2,0,2017-11-07,81,0,689,69,24,6,52,666,0,0,0,0,0,0,1,8,13,13,9,14,4664
791,1996,Basic,Together,157482.2,0,1,2019-08-18,72,0,884,170,1189,77,98,185,6,0,0,0,0,0,0,10,12,10,15,4,3343
792,1966,2n Cycle,Married,151590.66,2,2,2019-03-22,75,0,1118,365,938,433,246,408,8,1,0,0,0,0,0,11,1,13,7,29,1985
793,1994,PhD,Divorced,161585.4,2,1,2014-08-29,4,0,622,271,761,64,35,68,0,1,0,0,0,0,0,5,6,12,5,15,665
794,1972,Master,Together,106011.57,1,0,2018-11-17,66,0,1169,58,1110,101,27,772,1,0,1,1,1,0,0,2,9,10,18,17,2500
795,1949,PhD,Widow,32363.28,2,1,2014-05-18,10,0,892,180,653,450,219,626,5,1,1,1,0,0,1,0,7,12,12,19,3634
796,1944,Graduation,Single,135875.71,0,2,2016-01-04,93,0,952,18,984,356,101,7,5,0,1,0,0,0,0,10,7,3,14,38,336
797,1977,Basic,Widow,125992.39,1,0,2019-09-26,67,0,1254,225,637,299,262,264,1,0,0,0,0,0,0,7,13,1,12,9,3368
798,1952,2n Cycle,Married,149739.37,1,2,2019-04-01,68,0,783,472,490,286,270,782,8,0,0,1,0,0,0,9,1,1,0,27,1973
799,1970,2n Cycle,Divorced,38126.8,0,0,2015-02-13,0,0,494,94,1164,170,223,483,3,0,0,1,0,0,0,2,4,10,1,49,4971
800,1986,Basic,Divorced,43020.16,1,0,2012-10-12,90,0,1061,368,1126,76,138,760,6,0,0,1,0,0,0,12,13,5,12,15,2823
801,1991,Basic,Married,178629.86,1,0,2017-04-10,91,0,1448,296,574,47,279,616,5,0,0,0,0,0,0,6,5,4,1,37,2140
802,1995,Graduation,Together,151245.67,1,1,2011-03-22,62,0,746,80,293,254,285,774,2,0,1,0,1,0,0,12,8,8,10,28,2851
803,1954,PhD,Together,182104.56,1,2,2016-03-18,28,0,436,174,895,81,249,735,7,0,0,0,0,0,0,9,5,3,12,4,1042
804,1968,2n Cycle,Divorced,152949.49,0,2,2019-12-06,81,1,1391,221,39,382,77,370,6,0,0,0,0,1,0,5,9,4,9,21,1634
805,1947,Graduation,Divorced,121445.28,0,2,2013-11-02,11,0,344,102,775,208,296,782,8,0,0,0,0,1,0,2,5,14,14,34,1953
806,1944,PhD,Single,132555.88,1,0,2019-02-20,76,0,1183,53,519,208,12,676,2,0,1,0,0,0,0,5,9,0,0,19,925
807,1968,Graduation,Together,178379.95,1,1,2015-11-13,40,0,549,182,545,444,81,82,0,0,0,1,0,0,0,11,9,11,13,37,4879
808,1986,2n Cycle,Married,117867.32,0,0,2010-09-19,1,0,819,350,235,458,8,645,1,1,0,1,0,0,0,2,14,11,9,4,1935
809,1984,Basic,Together,128316.31,0,2,2015-01-23,36,0,540,402,462,83,212,210,0,0,1,0,0,0,0,12,5,1,17,37,193
810,1941,Basic,Single,35512.96,0,1,2012-06-15,44,0,143,317,482,9,47,312,4,0,0,1,0,0,0,14,8,2,10,32,2306
811,1966,PhD,Divorced,97414.64,1,1,2012-12-30,79,0,587,354,429,28,48,603,9,0,0,0,0,1,0,12,9,4,6,45,1172
812,1975,Master,Divorced,144697.44,1,1,2016-03-16,47,0,656,348,1045,303,39,336,1,0,0,0,1,0,0,13,6,11,14,48,749
813,1975,PhD,Single,57833.83,2,2,2014-04-06,23,0,344,442,342,481,279,489,2,0,0,0,0,1,0,8,0,4,2,12,4259
814,1965,Master,Married,44439.57,0,1,2010-04-02,98,0,1292,320,1063,464,225,402,7,1,0,0,0,0,0,12,0,3,1,41,320
815,1982,Graduation,Divorced,66196.23,1,1,2010-05-07,21,0,695,67,1196,445,107,638,9,0,0,0,0,0,0,0,13,13,7,16,112
816,1966,Graduation,Widow,52092.62,0,0,2010-03-21,99,0,267,27,132,115,244,190,4,0,1,0,0,0,1,12,3,9,7,14,1057
817,1959,2n Cycle,Divorced,46907.96,1,0,2015-01-22,10,0,168,273,350,489,254,670,3,0,0,0,0,0,0,7,14,2,10,1,2893
818,1950,Master,Widow,87845.91,0,1,2019-01-23,57,0,32,281,505,268,32,334,4,0,0,0,0,0,0,4,11,8,15,32,2322
819,1977,2n Cycle,Single,182028.51,1,1,2012-09-09,45,0,376,359,83,427,22,521,9,0,0,1,0,0,0,14,1,0,1,21,2032
820,1945,Basic,Single,103876.63,2,0,2019-06-06,28,0,1237,402,992,46,53,618,5,0,0,0,0,0,0,3,2,5,4,4,2478
821,1962,Master,Divorced,41644.47,2,0,2012-07-04,34,0,1463,310,829,358,48,86,6,0,0,0,0,0,0,0,11,6,6,9,3774
822,1986,PhD,Together,20009.48,0,0,2016-12-08,14,0,392,118,860,447,77,578,8,0,0,0,0,0,0,8,6,9,19,46,4463
823,1985,Basic,Widow,140750.45,1,2,2011-11-25,59,0,488,379,342,90,121,61,0,0,0,0,0,0,0,12,13,3,12,22,2805
824,1951,Basic,Married,79645.76,1,2,2010-01-25,94,0,721,440,865,52,89,386,3,0,0,0,1,0,0,8,6,9,1,12,3784
825,1952,PhD,Divorced,165257.03,0,0,2010-06-05,41,0,945,133,1189,217,192,145,8,0,0,0,0,0,0,12,13,2,2,30,1342
826,2001,Basic,Married,133604.6,1,1,2019-10-29,42,0,1052,128,292,347,243,152,4,0,0,0,0,0,0,4,11,7,8,30,4559
827,1999,Master,Divorced,160267.08,0,0,2017-05-03,79,0,38,7,1193,76,148,618,7,1,0,0,0,1,0,13,2,8,9,32,4370
828,1982,2n Cycle,Together,58029.48,1,2,2014-12-18,73,0,1196,480,597,203,145,659,0,0,0,0,0,0,0,10,12,12,12,36,1227
829,1944,Basic,Together,140009.99,0,1,2014-04-03,48,0,1040,50,644,43,140,697,3,0,0,0,0,0,0,8,1,0,12,7,4766
830,1976,Master,Together,56492.09,1,2,2015-05-21,63,0,1079,490,447,155,285,348,8,0,0,0,0,0,0,14,14,14,4,17,2670
831,1970,Graduation,Together,188118.35,0,1,2014-09-30,31,0,225,340,689,1,110,177,0,0,0,1,0,1,0,9,12,14,6,1,2586
832,1948,Master,Single,129092.98,1,2,2012-12-16,63,0,66,471,1001,356,107,486,0,0,0,0,0,0,0,13,12,14,16,14,2018
833,1990,2n Cycle,Single,68279.8,2,1,2014-06-17,1,0,1220,280,854,312,280,777,3,0,1,0,0,0,0,8,0,14,14,47,1245
834,1968,Master,Widow,57554.81,1,1,2010-01-19,23,0,834,174,501,56,49,660,2,0,0,1,0,0,0,6,8,10,4,44,2881
835,1979,PhD,Married,42230.68,0,1,2013-11-08,86,0,1046,182,763,289,13,246,6,0,0,0,0,0,0,7,9,11,6,44,557
836,1980,2n Cycle,Divorced,140454.99,2,1,2013-05-01,65,0,998,191,734,470,133,253,2,0,0,0,0,0,0,0,2,9,1,38,454
837,1950,Graduation,Divorced,47649.54,1,2,2016-04-03,37,0,236,248,249,57,75,499,0,1,0,1,0,0,0,3,8,8,17,26,1344
838,1962,PhD,Single,121084.14,2,2,2013-11-11,30,0,956,234,600,253,83,540,9,0,0,0,0,0,0,9,14,6,9,27,3675
839,1940,Master,Divorced,56603.83,1,1,2019-07-30,25,0,918,82,124,179,157,351,1,0,0,0,0,0,0,9,14,0,0,45,2869
840,1985,2n Cycle,Single,134083.94,2,1,2010-10-04,28,0,1161,92,112,492,285,511,9,0,0,1,0,1,0,14,3,6,13,16,4809
841,1960,Graduation,Widow,163913.25,0,2,2019-01-12,66,0,472,372,980,156,93,777,3,0,0,1,0,1,0,3,14,4,18,46,3687
842,1975,PhD,Married,156714.92,1,1,2012-01-15,77,0,552,393,1160,34,296,12,0,0,0,0,0,0,0,11,9,9,15,7,1923
843,1993,Graduation,Widow,153366.01,1,1,2011-07-06,24,0,694,311,149,74,93,558,0,0,0,0,1,0,0,8,5,12,18,32,1456
844,1996,Master,Together,41605.87,0,1,2019-04-18,47,0,1252,267,874,431,56,150,7,0,1,0,1,0,1,2,12,12,5,25,3633
845,1940,Graduation,Together,22235.06,2,0,2013-03-22,64,0,316,416,342,288,163,49,6,0,1,0,0,0,0,14,6,6,11,31,1627
846,2002,Basic,Together,141295.02,0,1,2011-10-01,52,0,597,119,579,370,97,214,7,0,0,0,1,0,0,11,9,11,2,16,4426
847,1993,PhD,Widow,76827.71,0,0,2010-08-25,66,0,767,70,782,74,15,643,3,1,0,0,0,1,0,9,13,8,6,41,3477
848,1994,Graduation,Divorced,89307.51,2,1,2012-09-24,89,0,885,16,320,328,77,371,5,0,0,0,0,0,0,14,5,7,2,14,686
849,1979,Master,Married,11074.07,0,2,2015-10-04,17,0,560,252,821,77,71,112,2,0,0,1,1,0,0,9,0,5,16,25,857
850,1954,Master,Together,55617.41,1,0,2015-06-27,8,0,1224,444,531,254,269,251,7,0,1,1,0,0,0,0,5,1,14,30,2445
851,1960,Graduation,Together,11566.9,1,0,2013-12-30,37,0,257,121,491,264,286,340,3,1,0,1,0,0,0,14,10,7,18,7,4574
852,1986,Master,Together,176441.23,1,1,2017-06-24,86,0,1201,379,611,486,65,52,2,0,0,1,0,0,0,10,13,11,18,12,1465
853,1992,2n Cycle,Married,52462.35,0,1,2015-11-27,20,0,756,9,251,303,67,129,3,0,0,0,0,0,0,4,5,13,10,3,2499
854,1948,2n Cycle,Together,113680.75,1,0,2013-04-22,64,0,122,286,1100,66,192,192,5,0,0,0,0,0,0,6,4,3,19,27,4810
855,1991,2n Cycle,Married,12600.97,1,2,2013-10-23,20,0,341,315,172,220,54,590,6,0,0,0,0,0,0,11,2,7,1,46,4895
856,1996,Basic,Together,135035.24,1,2,2015-06-30,26,0,1194,325,874,466,167,56,6,0,0,0,0,0,0,3,9,14,6,19,3546
857,1965,Graduation,Widow,67990.33,1,1,2013-05-06,69,0,1082,272,200,163,24,96,3,1,0,0,0,0,0,8,2,6,18,43,3638
858,1980,Basic,Widow,180094.24,1,2,2013-10-26,43,0,1488,305,216,479,130,197,7,0,0,0,0,1,0,5,10,3,6,37,4079
859,1974,Master,Married,178183.05,1,2,2011-01-08,99,0,259,292,375,454,101,646,6,0,0,1,1,1,0,5,9,7,9,45,4782
860,2002,Basic,Widow,68431.67,0,1,2018-04-09,27,0,1396,209,10,374,281,146,1,0,0,0,0,0,1,2,12,10,11,42,564
861,1964,Master,Married,180687.37,1,2,2014-03-01,44,0,94,445,1035,219,295,683,7,0,0,0,0,0,0,9,6,10,17,7,3344
862,1977,Master,Widow,199250.75,1,1,2016-02-27,16,0,1148,217,891,171,293,574,8,0,0,0,0,1,0,9,7,11,5,49,2958
863,1941,PhD,Widow,165956.05,2,0,2012-04-28,39,0,40,240,434,253,262,576,4,1,0,0,0,0,0,4,13,10,19,16,2548
864,1946,2n Cycle,Married,169749.91,0,1,2016-12-31,2,0,253,373,817,209,119,294,3,0,1,0,0,0,1,9,2,1,7,32,1416
865,1973,Master,Divorced,53556.7,0,0,2013-09-07,75,0,6,463,930,187,230,722,3,1,1,0,0,0,0,5,2,8,4,8,390
866,1956,PhD,Widow,117456.97,0,0,2016-05-11,75,0,1494,199,690,190,290,620,3,0,1,0,0,0,0,13,6,5,2,49,4022
867,1982,2n Cycle,Together,18114.9,0,2,2016-03-08,65,0,727,215,1155,388,160,793,5,0,0,0,1,0,0,3,9,6,1,13,1610
868,1998,Master,Divorced,23509.0,1,2,2011-05-19,45,0,68,204,854,214,160,683,3,0,1,0,0,0,0,12,11,9,5,11,2518
869,1990,Master,Married,199784.06,1,2,2018-09-25,85,0,1104,412,783,374,77,11,6,0,0,0,0,1,0,2,6,0,6,20,2478
870,1993,Basic,Divorced,68694.65,2,1,2011-12-04,86,0,541,415,318,85,37,332,6,0,1,1,0,0,1,4,10,2,7,18,3738
871,1963,Basic,Single,150895.86,2,2,2019-12-05,29,0,1285,215,843,473,27,219,4,0,0,0,0,0,1,6,8,13,3,37,2745
872,1964,2n Cycle,Single,162299.69,0,0,2015-09-21,68,0,88,79,620,105,99,397,4,0,1,1,0,0,0,10,13,9,11,6,2077
873,1991,Master,Widow,172314.54,2,2,2010-11-11,8,0,1231,266,784,331,293,341,9,0,0,0,0,0,0,5,5,4,11,20,3802
874,1972,Graduation,Widow,199537.52,2,2,2017-10-06,84,0,212,479,1191,295,123,797,7,0,0,0,0,1,1,1,14,14,16,32,365
875,1988,Basic,Together,52091.81,0,1,2016-07-04,10,0,833,389,396,18,91,511,6,0,0,0,0,1,0,0,12,11,18,46,4039
876,1968,2n Cycle,Divorced,12868.41,0,1,2012-11-06,68,0,265,378,1081,46,254,171,6,0,0,0,0,0,0,4,6,6,8,44,1151
877,2002,Master,Single,85182.35,2,0,2010-10-10,98,0,911,34,459,64,96,467,5,0,0,0,0,1,0,4,10,0,11,29,580
878,1961,Master,Widow,30365.73,1,1,2018-03-10,90,0,292,288,60,450,5,747,6,0,0,0,1,0,0,11,9,8,16,4,2452
879,1965,Graduation,Divorced,9373.05,2,2,2010-09-15,65,0,1230,17,368,474,168,165,6,0,0,1,0,0,0,11,0,4,9,7,1909
880,1967,2n Cycle,Widow,75283.23,2,1,2011-07-29,87,0,332,164,1144,145,270,698,9,0,0,0,0,0,1,5,6,12,18,43,4807
881,1988,Master,Widow,157828.96,1,0,2011-07-28,30,0,1100,12,718,433,107,169,1,0,0,0,0,0,0,2,1,11,10,20,1269
882,1988,Basic,Single,115405.23,1,2,2017-04-13,32,0,1311,201,545,285,298,563,9,0,0,0,0,1,0,0,6,2,19,34,4272
883,1959,Graduation,Single,65991.71,0,0,2012-11-08,38,0,1004,228,1040,381,46,511,1,0,0,0,0,0,0,14,2,6,12,36,4494
884,2002,2n Cycle,Widow,132596.69,0,1,2014-04-02,93,0,46,345,495,65,98,188,9,0,0,0,0,0,0,3,8,9,3,7,1816
885,2000,Graduation,Married,50243.55,2,1,2017-11-24,45,0,621,365,496,4,13,119,6,0,0,0,0,0,0,3,12,7,14,33,1117
886,1988,Basic,Widow,7804.38,1,0,2011-02-27,36,0,1223,464,504,92,193,104,9,0,0,0,0,0,0,9,4,9,11,15,777
887,1940,2n Cycle,Widow,154048.91,0,2,2014-01-29,91,0,426,447,968,352,156,673,6,1,0,0,1,0,0,1,6,9,9,32,293
888,1952,Graduation,Together,126629.9,2,1,2013-10-28,59,0,209,0,1092,425,153,40,6,0,0,0,0,0,0,13,7,2,6,22,1835
889,1990,PhD,Together,153649.01,1,1,2012-01-28,30,0,887,318,160,467,114,676,4,0,0,0,0,0,0,7,12,6,1,40,761
890,1995,Basic,Together,12592.91,2,2,2017-09-11,10,0,1443,216,717,93,257,320,0,0,0,0,0,0,0,5,11,6,6,29,2943
891,2001,Basic,Married,168238.33,0,1,2013-01-09,86,0,153,33,1168,105,144,334,1,0,0,0,1,0,0,11,1,3,7,25,3200
892,1971,Basic,Married,125807.61,0,0,2014-04-24,1,0,414,358,992,132,290,159,8,0,1,0,0,0,0,2,10,9,18,5,4231
893,1969,PhD,Widow,114862.09,1,1,2019-11-29,26,0,1376,265,268,433,9,263,7,0,0,0,0,0,0,14,0,8,5,14,1558
894,1968,PhD,Together,126799.74,2,1,2016-10-07,98,0,1180,127,698,340,213,529,7,1,0,0,0,0,0,0,6,0,7,35,320
895,1988,Master,Married,173564.48,1,2,2011-03-05,1,1,1284,211,864,313,232,684,9,0,0,0,0,0,0,11,14,0,19,2,1847
896,1984,Graduation,Single,119452.62,0,0,2019-06-22,20,0,1100,262,349,78,170,476,0,0,0,0,0,0,0,10,5,4,3,25,2610
897,1969,Master,Widow,118285.32,0,2,2015-07-15,57,0,768,311,109,211,20,351,5,0,0,0,0,0,0,2,5,12,19,16,3610
898,1955,Graduation,Divorced,198182.44,2,1,2010-07-23,4,0,982,79,406,7,14,544,8,0,0,0,0,0,0,7,1,2,8,46,4053
899,1979,PhD,Widow,152562.38,2,1,2016-02-22,51,0,1154,164,649,496,125,772,7,0,0,0,0,0,0,3,2,9,4,16,2227
900,1958,PhD,Divorced,91247.29,2,2,2017-08-07,44,0,578,412,50,158,212,209,2,0,0,0,0,0,0,2,3,12,5,11,887
901,1957,Master,Together,142942.42,1,2,2016-05-21,84,0,1478,251,1110,267,187,495,3,0,0,0,0,0,0,12,2,8,18,49,2867
902,1940,2n Cycle,Divorced,80899.94,2,2,2015-06-16,92,0,739,11,1091,148,171,381,2,0,0,0,0,0,0,10,1,4,11,35,3764
903,1986,Master,Together,49630.72,2,0,2016-02-22,19,0,162,400,595,349,246,675,5,0,1,0,0,0,0,3,2,6,4,23,3128
904,1977,Graduation,Single,121386.12,0,1,2010-11-03,60,0,1038,303,978,445,4,480,8,0,0,0,0,0,0,10,13,0,4,5,2949
905,1990,Master,Divorced,185995.51,0,2,2014-08-15,37,0,1255,211,1065,90,230,4,7,0,0,0,0,0,0,14,5,1,17,35,1826
906,2002,Basic,Widow,186182.21,2,1,2010-01-14,19,0,194,281,730,235,200,33,9,1,1,0,1,0,0,3,8,14,5,29,1700
907,1943,Graduation,Together,71671.53,2,0,2015-02-04,24,0,541,111,56,473,148,791,3,0,0,0,0,0,0,1,3,10,8,47,2998
908,1940,Graduation,Widow,107897.11,0,0,2018-10-23,1,1,358,210,737,288,71,144,1,0,0,0,1,0,0,3,5,11,10,5,2570
909,1947,2n Cycle,Married,46269.0,2,0,2015-05-16,31,0,849,377,195,409,225,350,7,0,0,0,1,1,0,10,0,3,13,3,2435
910,1968,PhD,Together,199148.07,1,0,2012-12-16,25,0,1354,238,1085,473,73,582,7,1,0,0,0,1,1,11,11,14,1,6,4464
911,1994,Graduation,Divorced,196317.99,1,1,2011-12-24,69,0,426,267,111,355,168,464,5,0,0,0,1,1,0,8,5,8,13,23,2818
912,1942,PhD,Together,131654.24,1,0,2012-02-19,40,0,496,404,764,167,248,347,7,0,0,0,0,0,1,3,11,4,18,46,4288
913,1971,Master,Widow,161860.74,2,0,2013-05-18,66,0,827,297,710,192,279,741,8,0,0,0,0,0,0,11,2,4,9,2,2754
914,1949,Basic,Single,144444.53,0,2,2011-06-13,96,0,485,316,947,186,151,124,0,0,0,0,0,0,1,0,8,8,4,18,1222
915,1973,2n Cycle,Together,120665.85,2,0,2012-03-08,0,0,1472,57,25,270,223,789,8,0,0,0,0,0,0,0,3,7,3,30,2568
916,1994,PhD,Divorced,15402.86,2,2,2010-12-10,50,0,1436,437,409,113,224,270,1,1,0,0,0,0,0,0,6,1,6,38,412
917,1971,Graduation,Married,93679.05,0,0,2013-07-26,4,0,329,33,757,384,37,356,0,1,0,1,0,0,0,13,3,6,12,5,699
918,1989,PhD,Single,136583.33,0,0,2010-07-28,12,0,888,262,530,10,43,526,7,0,0,0,0,0,0,4,10,0,9,46,2306
919,1946,Graduation,Married,137118.66,0,2,2011-10-03,18,0,990,364,1129,54,184,753,7,0,0,0,0,0,0,5,5,9,9,49,3186
920,1947,PhD,Together,77758.91,1,0,2019-04-30,11,0,1170,34,748,257,240,497,3,0,0,0,0,1,0,11,13,10,3,11,4694
921,2004,Graduation,Widow,188629.94,2,1,2013-08-04,47,0,258,270,245,64,209,152,7,0,0,0,0,0,1,5,6,10,15,1,1185
922,1996,Master,Widow,37634.62,0,1,2016-04-18,24,0,291,448,1104,478,22,52,6,1,1,0,0,0,0,5,1,14,14,10,4408
923,1998,Graduation,Divorced,102570.09,2,0,2019-02-19,56,0,142,473,661,171,123,148,1,0,0,0,1,1,0,8,9,8,10,41,3197
924,1993,Graduation,Widow,139722.38,1,1,2016-05-07,34,0,746,226,908,271,85,502,4,0,0,0,0,0,0,0,5,2,18,44,4911
925,1990,Basic,Single,140941.48,1,2,2015-05-02,75,0,626,24,395,149,42,449,9,0,1,1,0,1,1,9,7,12,2,26,925
926,1947,Graduation,Widow,131484.6,0,0,2012-07-08,93,0,1388,233,521,361,39,218,3,0,0,0,1,0,0,5,14,1,14,33,3792
927,1973,Basic,Divorced,58681.2,0,0,2014-09-20,4,0,89,58,925,145,168,624,2,0,1,0,0,0,0,12,12,3,15,27,3901
928,1974,2n Cycle,Together,35460.28,2,2,2015-08-07,97,0,719,250,263,430,174,799,0,0,0,0,0,0,0,7,12,3,13,12,1202
929,1971,Basic,Together,129008.36,0,2,2011-02-23,21,0,1187,334,789,208,19,276,4,0,0,0,0,0,0,7,14,2,4,2,1972
930,1985,Master,Widow,121863.91,2,2,2014-10-16,76,0,480,85,171,285,108,451,9,0,0,0,0,0,1,11,11,1,16,1,678
931,1955,Basic,Married,39974.42,0,0,2017-10-13,56,0,83,250,264,9,192,427,7,1,0,0,1,0,0,14,5,4,17,1,3069
932,1976,2n Cycle,Together,142502.13,2,2,2018-12-27,46,0,1100,389,1049,226,243,82,8,0,0,0,0,0,0,14,1,3,18,33,1774
933,1993,Master,Widow,93758.54,2,2,2013-10-20,53,0,672,179,475,185,279,217,6,0,1,0,0,0,0,2,3,4,0,22,4798
934,1953,PhD,Divorced,135213.32,2,1,2013-01-04,2,0,516,206,355,61,227,737,0,0,0,0,0,0,0,12,0,12,8,12,1178
935,1994,PhD,Widow,168286.58,2,1,2019-04-16,52,0,484,343,1049,84,35,781,0,0,0,0,0,0,0,4,14,11,13,39,4611
936,1987,Basic,Together,38097.04,1,0,2017-08-04,83,0,781,148,33,463,44,526,0,0,0,0,0,0,0,9,6,11,19,36,813
937,1946,Basic,Divorced,8733.25,2,1,2016-10-16,30,0,103,70,263,133,27,403,1,0,0,0,1,0,0,3,7,7,19,21,1069
938,1946,2n Cycle,Widow,156925.0,0,1,2015-11-27,68,0,1475,120,1161,322,153,289,0,0,0,0,1,0,0,11,9,10,10,20,4023
939,1972,2n Cycle,Single,123891.0,1,2,2017-05-12,87,0,338,252,815,296,22,419,3,0,0,0,0,0,0,0,1,14,1,36,3977
940,1962,Graduation,Divorced,141429.72,1,2,2014-03-26,32,0,686,92,874,170,206,338,9,0,0,0,0,0,0,8,9,1,19,26,2891
941,1958,2n Cycle,Single,168440.22,2,1,2012-12-06,71,0,899,255,753,212,90,776,8,1,0,0,0,1,1,4,14,8,4,47,2997
942,1958,Graduation,Married,161548.13,1,1,2016-08-23,87,0,606,253,565,460,37,710,3,0,0,0,0,0,1,1,4,9,14,31,724
943,1975,Master,Divorced,192379.43,2,1,2015-01-25,49,0,222,351,461,17,227,669,3,0,1,0,0,1,0,11,10,0,11,1,1058
944,1968,Basic,Single,109507.34,0,0,2013-01-24,83,0,1032,287,1191,313,201,418,6,1,0,0,0,0,0,1,7,7,13,38,1276
